S,ID,E,N,RTK_true,depth_begin_cm,depth_end_cm,thickness,N,OC,pH,%CF,%sand,%silt,%clay,BD_f,BD_m,CaCO3_true,c_root %,f_root %,t_root%
22,H1,515522.79,4791867.79,0,0,5,0.05,0.49,5.61,NaN,75,NaN,NaN,NaN,NaN,590,0,0.41,1.05,1.46
22,H2,515522.79,4791867.79,0,5,0,0.05,0.37,3.73,NaN,74,NaN,NaN,NaN,NaN,674,0,0.08,0.38,0.45
22,H3,515522.79,4791867.79,0,10,20,0.1,0.34,3.45,NaN,74,NaN,NaN,NaN,NaN,691,0,0.02,0.33,0.35
22,H4,515522.79,4791867.79,0,20,30,0.1,0.33,3.71,NaN,50,NaN,NaN,NaN,NaN,675,0,0.05,0.40,0.46
22,I1,515522.33,4791897.69,0,0,5,0.05,0.40,3.83,NaN,25,NaN,NaN,NaN,NaN,668,0,0.17,0.58,0.75
22,I2,515522.33,4791897.69,0,5,0,0.05,0.25,2.78,NaN,11,NaN,NaN,NaN,NaN,741,0,0.04,0.17,0.21
22,I3,515522.33,4791897.69,0,10,20,0.1,0.21,1.99,NaN,21,NaN,NaN,NaN,NaN,826,0,0.34,0.22,0.56
22,I4,515522.33,4791897.69,0,20,30,0.1,0.16,1.44,NaN,16,NaN,NaN,NaN,NaN,916,0,0.24,0.32,0.56
22,J1,515522.08,4791898.44,0,0,5,0.05,0.46,5.40,NaN,24,NaN,NaN,NaN,NaN,598,0,0.13,0.60,0.73
22,J2,515522.08,4791898.44,0,5,0,0.05,0.36,3.69,NaN,13,NaN,NaN,NaN,NaN,676,0,0.14,0.57,0.71
22,J3,515522.08,4791898.44,0,10,20,0.1,0.17,1.61,NaN,21,NaN,NaN,NaN,NaN,885,0,0.10,0.08,0.18
22,J4,515522.08,4791898.44,0,20,30,0.1,0.12,0.99,NaN,39,NaN,NaN,NaN,NaN,1037,0,0.07,0.19,0.27
23,A1A,514171.792,4769535.003,1,0,5,0.05,0.30,3.19,NaN,63,0.19,0.62,0.19,NaN,709,0,0.18,2.27,2.45
23,A2A,514171.792,4769535.003,1,5,0,0.05,0.28,2.91,NaN,45,0.17,0.65,0.18,NaN,730,0,0.09,0.21,0.30
23,A3A,514171.792,4769535.003,1,10,20,0.1,0.26,2.72,6.12,25,0.16,0.64,0.19,600,746,0,0.04,0.20,0.24
23,A4A,514171.792,4769535.003,1,20,30,0.1,0.26,2.59,6.16,58,0.16,0.66,0.19,NaN,758,0,0.10,0.21,0.31
23,A1B,514171.792,4769535.003,1,0,5,0.05,0.22,2.88,NaN,59,NaN,NaN,NaN,NaN,732,0,0.14,0.46,0.60
23,A2B,514171.792,4769535.003,1,5,0,0.05,0.27,2.71,NaN,48,NaN,NaN,NaN,NaN,747,0,0.13,0.14,0.27
23,A3B,514171.792,4769535.003,1,10,20,0.1,0.30,2.68,NaN,39,NaN,NaN,NaN,540,750,0,0.09,0.18,0.27
23,A4B,514171.792,4769535.003,1,20,30,0.1,0.27,2.51,NaN,78,NaN,NaN,NaN,NaN,766,0,0.07,0.13,0.19
23,A1C,514171.792,4769535.003,1,0,5,0.05,0.30,3.06,NaN,51,NaN,NaN,NaN,NaN,719,0,0.28,0.54,0.82
23,A2C,514171.792,4769535.003,1,5,0,0.05,0.26,2.61,NaN,40,NaN,NaN,NaN,NaN,756,0,0.03,0.17,0.20
23,A3C,514171.792,4769535.003,1,10,20,0.1,0.26,2.37,NaN,60,NaN,NaN,NaN,509,780,0,0.01,0.09,0.10
23,A4C,514171.792,4769535.003,1,20,30,0.1,0.26,2.23,NaN,79,NaN,NaN,NaN,NaN,796,0,0.02,NaN,NaN
23,B1,514172.943,4769534.071,1,0,5,0.05,0.28,3.25,NaN,31,NaN,NaN,NaN,NaN,704,0,0.77,2.03,2.80
23,B2,514172.943,4769534.071,1,5,0,0.05,0.24,2.92,NaN,44,NaN,NaN,NaN,NaN,730,0,0.17,0.56,0.73
23,B3,514172.943,4769534.071,1,10,20,0.1,0.25,2.74,NaN,35,NaN,NaN,NaN,NaN,744,0,0.09,0.09,0.17
23,B4,514172.943,4769534.071,1,20,30,0.1,0.22,2.75,NaN,34,NaN,NaN,NaN,NaN,744,0,0.07,0.13,0.20
23,C1,514177.852,4769538.503,1,0,5,0.05,0.38,3.82,NaN,23,NaN,NaN,NaN,NaN,669,0,0.83,0.96,1.79
23,C2,514177.852,4769538.503,1,5,0,0.05,0.37,3.85,NaN,24,NaN,NaN,NaN,NaN,667,0,0.33,0.58,0.91
23,C3,514177.852,4769538.503,1,10,20,0.1,0.37,3.48,NaN,21,NaN,NaN,NaN,NaN,689,0,0.32,NaN,NaN
23,C4,514177.852,4769538.503,1,20,30,0.1,0.35,3.23,NaN,25,NaN,NaN,NaN,NaN,706,0,0.32,0.26,0.58
23,D1,514178.602,4769537.503,1,0,5,0.05,0.46,4.88,NaN,42,NaN,NaN,NaN,NaN,618,0,0.69,NaN,NaN
23,D2,514178.602,4769537.503,1,5,0,0.05,0.38,3.92,NaN,27,NaN,NaN,NaN,NaN,663,0,1.10,NaN,NaN
23,D3,514178.602,4769537.503,1,10,20,0.1,0.34,3.56,NaN,24,NaN,NaN,NaN,NaN,684,0,0.61,NaN,NaN
23,D4,514178.602,4769537.503,1,20,30,0.1,0.33,3.20,NaN,25,NaN,NaN,NaN,NaN,708,0,6.11,NaN,NaN
23,E1,514162.009,4769518.852,1,0,5,0.05,0.34,3.53,NaN,18,NaN,NaN,NaN,NaN,686,0,1.09,2.19,3.28
23,E2,514162.009,4769518.852,1,5,0,0.05,0.34,3.50,NaN,21,NaN,NaN,NaN,NaN,688,0,0.43,1.18,1.61
23,E3,514162.009,4769518.852,1,10,20,0.1,0.35,3.57,NaN,13,NaN,NaN,NaN,NaN,683,0,0.65,0.42,1.07
23,E4,514162.009,4769518.852,1,20,30,0.1,0.31,3.18,NaN,19,NaN,NaN,NaN,NaN,709,0,0.26,0.25,0.50
23,F1,514162.43,4769517.513,1,0,5,0.05,0.38,4.45,NaN,24,NaN,NaN,NaN,NaN,637,0,1.86,2.43,4.29
23,F2,514162.43,4769517.513,1,5,0,0.05,0.39,4.11,NaN,21,NaN,NaN,NaN,NaN,653,0,1.08,1.19,2.28
23,F3,514162.43,4769517.513,1,10,20,0.1,0.41,4.15,NaN,17,NaN,NaN,NaN,NaN,651,0,1.29,0.42,1.71
23,F4,514162.43,4769517.513,1,20,30,0.1,0.33,3.38,NaN,16,NaN,NaN,NaN,NaN,695,0,0.82,0.22,1.04
23,G1,514167.102,4769518.663,1,0,5,0.05,0.50,5.23,NaN,39,NaN,NaN,NaN,NaN,604,0,1.49,NaN,NaN
23,G2,514167.102,4769518.663,1,5,0,0.05,0.40,3.98,NaN,34,NaN,NaN,NaN,NaN,660,0,0.85,NaN,NaN
23,G3,514167.102,4769518.663,1,10,20,0.1,0.38,3.64,NaN,24,NaN,NaN,NaN,NaN,679,0,0.29,0.45,0.74
23,G4,514167.102,4769518.663,1,20,30,0.1,0.32,2.93,NaN,28,NaN,NaN,NaN,NaN,729,0,0.23,0.29,0.52
23,H1,514168.102,4769518.163,1,0,5,0.05,0.48,5.46,NaN,33,NaN,NaN,NaN,NaN,596,0,3.03,2.93,5.96
23,H2,514168.102,4769518.163,1,5,0,0.05,0.48,5.82,NaN,18,NaN,NaN,NaN,NaN,583,0,3.72,0.00,3.72
23,H3,514168.102,4769518.163,1,10,20,0.1,0.40,3.98,NaN,21,NaN,NaN,NaN,NaN,660,0,1.73,0.69,2.41
23,H4,514168.102,4769518.163,1,20,30,0.1,0.34,3.50,NaN,20,NaN,NaN,NaN,NaN,688,0,0.67,NaN,NaN
23,I1,514171.088,4769556.922,1,0,5,0.05,0.40,4.84,NaN,20,NaN,NaN,NaN,NaN,619,0,1.22,NaN,NaN
23,I2,514171.088,4769556.922,1,5,0,0.05,0.40,4.46,NaN,19,NaN,NaN,NaN,NaN,636,0,0.46,0.57,1.04
23,I3,514171.088,4769556.922,1,10,20,0.1,0.31,3.25,NaN,14,NaN,NaN,NaN,NaN,705,0,0.60,0.86,1.47
23,I4,514171.088,4769556.922,1,20,30,0.1,0.23,2.30,NaN,20,NaN,NaN,NaN,NaN,788,0,1.29,0.59,1.88
23,J1,514170.476,4769557.352,1,0,5,0.05,0.44,5.26,NaN,23,NaN,NaN,NaN,NaN,603,0,2.85,0.74,3.59
23,J2,514170.476,4769557.352,1,5,0,0.05,0.37,4.42,NaN,16,NaN,NaN,NaN,NaN,638,0,0.85,NaN,NaN
23,J3,514170.476,4769557.352,1,10,20,0.1,0.32,3.56,NaN,20,NaN,NaN,NaN,NaN,684,0,7.99,0.48,8.46
23,J4,514170.476,4769557.352,1,20,30,0.1,0.31,3.59,NaN,42,NaN,NaN,NaN,NaN,682,0,6.40,0.41,6.81
24,A1A,515240.076,4782812.554,1,0,5,0.05,0.26,2.98,6.20,5,NaN,NaN,NaN,NaN,1206,0,5.82,1.59,7.42
24,A2A,515240.076,4782812.554,1,5,0,0.05,0.21,1.60,6.33,14,0.56,0.32,0.11,NaN,1322,0,5.71,0.92,6.62
24,A3A,515240.076,4782812.554,1,10,20,0.1,0.15,1.25,6.54,6,0.52,0.32,0.16,1373,1372,0,0.23,0.51,0.74
24,A4A,515240.076,4782812.554,1,20,30,0.1,0.14,1.22,6.63,4,0.54,0.28,0.19,NaN,1377,0,0.27,0.23,0.50
24,A5A,515240.076,4782812.554,1,30,40,0.1,0.10,NaN,6.65,2,NaN,NaN,NaN,1001,1454,0,0.40,0.11,0.51
24,A6A,515240.076,4782812.554,1,40,50,0.1,0.11,NaN,6.71,2,NaN,NaN,NaN,NaN,1507,0,0.24,0.23,0.48
24,A1B,515240.076,4782812.554,1,0,5,0.05,0.19,2.26,NaN,4,NaN,NaN,NaN,NaN,1256,0,6.65,1.50,8.16
24,A2B,515240.076,4782812.554,1,5,0,0.05,0.14,1.42,NaN,7,NaN,NaN,NaN,NaN,1346,0,0.30,0.35,0.65
24,A3B,515240.076,4782812.554,1,10,20,0.1,0.13,1.27,NaN,6,NaN,NaN,NaN,808,1368,0,0.27,0.07,0.34
24,A4B,515240.076,4782812.554,1,20,30,0.1,0.12,0.92,NaN,10,NaN,NaN,NaN,NaN,1436,0,0.03,0.11,0.14
24,A5B,515240.076,4782812.554,1,30,40,0.1,0.09,NaN,NaN,9,NaN,NaN,NaN,790,1487,0,0.12,0.01,0.14
24,A6B,515240.076,4782812.554,1,40,50,0.1,0.09,NaN,NaN,7,NaN,NaN,NaN,NaN,1487,0,0.02,0.06,0.08
24,A1C,515240.076,4782812.554,1,0,5,0.05,0.22,2.64,NaN,6,NaN,NaN,NaN,NaN,1228,0,1.85,0.87,2.72
24,A2C,515240.076,4782812.554,1,5,0,0.05,0.16,1.64,NaN,6,NaN,NaN,NaN,NaN,1317,0,1.03,0.85,1.88
24,A3C,515240.076,4782812.554,1,10,20,0.1,0.15,1.27,NaN,5,NaN,NaN,NaN,1061,1369,0,0.98,0.28,1.26
24,A4C,515240.076,4782812.554,1,20,30,0.1,0.14,1.27,NaN,6,NaN,NaN,NaN,NaN,1369,0,0.20,0.12,0.31
24,A5C,515240.076,4782812.554,1,30,40,0.1,0.10,NaN,NaN,9,NaN,NaN,NaN,965,1422,0,0.22,0.06,0.27
24,A6C,515240.076,4782812.554,1,40,50,0.1,NaN,NaN,NaN,12,NaN,NaN,NaN,NaN,NaN,0,0.02,NaN,NaN
24,B1,515241.068,4782814.705,1,0,5,0.05,0.28,3.76,NaN,4,NaN,NaN,NaN,NaN,1166,0,3.48,2.13,5.61
24,B2,515241.068,4782814.705,1,5,0,0.05,0.22,2.48,NaN,3,NaN,NaN,NaN,NaN,1240,0,0.86,0.42,1.28
24,B3,515241.068,4782814.705,1,10,20,0.1,0.16,1.71,NaN,5,NaN,NaN,NaN,NaN,1309,0,1.02,0.14,1.16
24,B4,515241.068,4782814.705,1,20,30,0.1,0.13,1.33,NaN,6,NaN,NaN,NaN,NaN,1359,0,0.33,0.17,0.50
24,C1,515257.666,4782806.407,1,0,5,0.05,0.27,2.92,NaN,5,NaN,NaN,NaN,NaN,1210,0,0.45,0.85,1.31
24,C2,515257.666,4782806.407,1,5,0,0.05,0.26,2.95,NaN,6,NaN,NaN,NaN,NaN,1208,0,0.14,0.41,0.56
24,C3,515257.666,4782806.407,1,10,20,0.1,0.17,1.72,NaN,4,NaN,NaN,NaN,NaN,1309,0,0.04,0.14,0.18
24,C4,515257.666,4782806.407,1,20,30,0.1,0.17,1.40,NaN,3,NaN,NaN,NaN,NaN,1349,0,0.22,0.08,0.30
24,D1,515257.828,4782807.49,1,0,5,0.05,0.29,2.91,NaN,4,NaN,NaN,NaN,NaN,1211,0,6.17,0.71,6.89
24,D2,515257.828,4782807.49,1,5,0,0.05,0.21,2.23,NaN,14,NaN,NaN,NaN,NaN,1259,0,0.35,0.86,1.21
24,D3,515257.828,4782807.49,1,10,20,0.1,0.22,2.09,NaN,4,NaN,NaN,NaN,NaN,1271,0,0.60,0.25,0.85
24,D4,515257.828,4782807.49,1,20,30,0.1,0.17,1.54,NaN,8,NaN,NaN,NaN,NaN,1329,0,0.46,0.13,0.60
24,E1,515243.407,4782806.633,1,0,5,0.05,0.36,3.59,NaN,4,NaN,NaN,NaN,NaN,1173,0,0.73,1.79,2.52
24,E2,515243.407,4782806.633,1,5,0,0.05,0.19,2.09,NaN,5,NaN,NaN,NaN,NaN,1271,0,0.29,0.65,0.94
24,E3,515243.407,4782806.633,1,10,20,0.1,0.15,1.46,NaN,5,NaN,NaN,NaN,NaN,1341,0,0.34,0.20,0.55
24,E4,515243.407,4782806.633,1,20,30,0.1,0.13,1.24,NaN,9,NaN,NaN,NaN,NaN,1374,0,0.11,0.21,0.32
24,F1,515242.469,4782805.875,1,0,5,0.05,0.26,3.35,NaN,4,NaN,NaN,NaN,NaN,1186,0,8.32,1.22,9.54
24,F2,515242.469,4782805.875,1,5,0,0.05,0.20,2.07,NaN,4,NaN,NaN,NaN,NaN,1273,0,0.82,0.91,1.73
24,F3,515242.469,4782805.875,1,10,20,0.1,0.17,1.54,NaN,5,NaN,NaN,NaN,NaN,1331,0,0.17,0.12,0.29
24,F4,515242.469,4782805.875,1,20,30,0.1,0.13,1.33,NaN,6,NaN,NaN,NaN,NaN,1360,0,0.05,0.05,0.10
24,G1,515231.761,4782813.817,1,0,5,0.05,0.29,3.40,NaN,6,NaN,NaN,NaN,NaN,1183,0,1.84,2.56,4.40
24,G2,515231.761,4782813.817,1,5,0,0.05,0.17,1.85,NaN,6,NaN,NaN,NaN,NaN,1295,0,2.74,0.30,3.05
24,G3,515231.761,4782813.817,1,10,20,0.1,0.16,1.41,NaN,23,NaN,NaN,NaN,NaN,1348,0,0.18,0.28,0.47
24,G4,515231.761,4782813.817,1,20,30,0.1,0.11,1.02,NaN,14,NaN,NaN,NaN,NaN,1414,0,0.13,0.04,0.17
24,H1,515232.644,4782813.977,1,0,5,0.05,0.28,3.31,NaN,6,NaN,NaN,NaN,NaN,1187,0,12.14,2.38,14.52
24,H2,515232.644,4782813.977,1,5,0,0.05,0.18,2.04,NaN,19,NaN,NaN,NaN,NaN,1276,0,1.30,0.81,2.11
24,H3,515232.644,4782813.977,1,10,20,0.1,0.15,1.74,NaN,6,NaN,NaN,NaN,NaN,1306,0,0.80,NaN,NaN
24,H4,515232.644,4782813.977,1,20,30,0.1,0.14,1.26,NaN,6,NaN,NaN,NaN,NaN,1370,0,1.42,0.00,1.42
24,I1,515227.281,4782827.626,1,0,5,0.05,0.22,2.84,NaN,9,NaN,NaN,NaN,NaN,1215,0,6.52,1.48,8.00
24,I2,515227.281,4782827.626,1,5,0,0.05,0.16,1.92,NaN,9,NaN,NaN,NaN,NaN,1288,0,0.25,0.63,0.88
24,I3,515227.281,4782827.626,1,10,20,0.1,0.13,1.43,NaN,15,NaN,NaN,NaN,NaN,1344,0,0.25,0.22,0.46
24,I4,515227.281,4782827.626,1,20,30,0.1,0.12,1.07,NaN,14,NaN,NaN,NaN,NaN,1404,0,0.12,0.09,0.21
24,J1,515226.642,4782827.063,1,0,5,0.05,0.27,3.31,NaN,10,NaN,NaN,NaN,NaN,1188,0,8.57,2.35,10.92
24,J2,515226.642,4782827.063,1,5,0,0.05,0.15,1.85,NaN,10,NaN,NaN,NaN,NaN,1295,0,0.62,0.58,1.20
24,J3,515226.642,4782827.063,1,10,20,0.1,0.16,1.76,NaN,11,NaN,NaN,NaN,NaN,1304,0,0.24,0.35,0.59
24,J4,515226.642,4782827.063,1,20,30,0.1,0.18,1.44,NaN,14,NaN,NaN,NaN,NaN,1344,0,0.18,0.17,0.35
25,A1A,518781.065,4776806.635,1,0,5,0.05,0.29,3.49,6.82,27,0.67,0.27,0.05,NaN,1178,0,0.74,1.86,2.60
25,A2A,518781.065,4776806.635,1,5,0,0.05,0.23,2.87,6.82,12,0.64,0.29,0.07,NaN,1213,0,0.63,NaN,NaN
25,A3A,518781.065,4776806.635,1,10,20,0.1,0.17,1.75,6.53,24,0.56,0.32,0.12,920,1305,0,0.32,NaN,NaN
25,A4A,518781.065,4776806.635,1,20,30,0.1,0.13,1.11,6.60,49,0.52,0.30,0.18,NaN,1396,0,0.08,NaN,NaN
25,A5A,518781.065,4776806.635,1,30,40,0.1,NaN,NaN,6.61,51,NaN,NaN,NaN,895,NaN,0,0.10,NaN,NaN
25,A6A,518781.065,4776806.635,1,40,50,0.1,NaN,NaN,6.64,60,NaN,NaN,NaN,NaN,NaN,0,0.04,NaN,NaN
25,A1B,518781.065,4776806.635,1,0,5,0.05,0.15,1.66,NaN,9,NaN,NaN,NaN,NaN,1316,0,0.12,NaN,NaN
25,A2B,518781.065,4776806.635,1,5,0,0.05,0.15,1.53,NaN,10,NaN,NaN,NaN,NaN,1331,0,0.11,NaN,NaN
25,A3B,518781.065,4776806.635,1,10,20,0.1,0.15,1.42,NaN,14,NaN,NaN,NaN,837,1345,0,0.34,0.17,0.51
25,A4B,518781.065,4776806.635,1,20,30,0.1,0.13,1.19,NaN,42,NaN,NaN,NaN,NaN,1382,0,0.16,0.09,0.26
25,A5B,518781.065,4776806.635,1,30,40,0.1,NaN,NaN,NaN,48,NaN,NaN,NaN,1220,NaN,0,0.11,NaN,NaN
25,A6B,518781.065,4776806.635,1,40,50,0.1,0.11,NaN,NaN,49,NaN,NaN,NaN,NaN,1435,0,0.04,0.10,0.13
25,A1C,518781.065,4776806.635,1,0,5,0.05,0.15,1.43,NaN,7,NaN,NaN,NaN,NaN,1345,0,0.17,0.35,0.52
25,A2C,518781.065,4776806.635,1,5,0,0.05,0.16,1.57,NaN,8,NaN,NaN,NaN,NaN,1326,0,0.11,0.22,0.32
25,A3C,518781.065,4776806.635,1,10,20,0.1,0.15,1.24,NaN,10,NaN,NaN,NaN,1220,1373,0,0.32,0.08,0.40
25,A4C,518781.065,4776806.635,1,20,30,0.1,0.19,1.08,NaN,18,NaN,NaN,NaN,NaN,1402,0,0.07,0.03,0.09
25,A5C,518781.065,4776806.635,1,30,40,0.1,0.12,NaN,NaN,33,NaN,NaN,NaN,996,1431,0,0.04,0.08,0.11
25,A6C,518781.065,4776806.635,1,40,50,0.1,0.14,NaN,NaN,39,NaN,NaN,NaN,NaN,1448,0,0.18,0.02,0.20
25,B1,518782.287,4776805.626,1,0,5,0.05,0.31,3.67,NaN,7,NaN,NaN,NaN,NaN,1170,0,1.99,1.83,3.82
25,B2,518782.287,4776805.626,1,5,0,0.05,0.26,2.06,NaN,24,NaN,NaN,NaN,NaN,1274,0,0.44,0.40,0.84
25,B3,518782.287,4776805.626,1,10,20,0.1,0.24,1.55,NaN,33,NaN,NaN,NaN,NaN,1328,0,0.16,0.42,0.58
25,B4,518782.287,4776805.626,1,20,30,0.1,0.15,1.19,NaN,57,NaN,NaN,NaN,NaN,1382,0,0.07,0.20,0.27
25,C1,518783.028,4776814.991,1,0,5,0.05,0.16,1.84,NaN,15,NaN,NaN,NaN,NaN,1295,0,0.19,0.38,0.56
25,C2,518783.028,4776814.991,1,5,0,0.05,0.16,1.78,NaN,15,NaN,NaN,NaN,NaN,1302,0,0.04,0.23,0.26
25,C3,518783.028,4776814.991,1,10,20,0.1,0.16,1.45,NaN,19,NaN,NaN,NaN,NaN,1342,0,0.06,0.11,0.17
25,C4,518783.028,4776814.991,1,20,30,0.1,0.20,1.19,NaN,18,NaN,NaN,NaN,NaN,1382,0,0.13,0.07,0.20
25,D1,518782.517,4776815.081,1,0,5,0.05,0.22,2.21,NaN,11,NaN,NaN,NaN,NaN,1261,0,0.17,0.45,0.62
25,D2,518782.517,4776815.081,1,5,0,0.05,0.18,1.61,NaN,13,NaN,NaN,NaN,NaN,1322,0,0.16,0.75,0.91
25,D3,518782.517,4776815.081,1,10,20,0.1,0.17,1.78,NaN,14,NaN,NaN,NaN,NaN,1302,0,0.05,0.27,0.32
25,D4,518782.517,4776815.081,1,20,30,0.1,0.14,1.47,NaN,25,NaN,NaN,NaN,NaN,1340,0,0.15,0.06,0.21
25,E1,518796.684,4776794.654,1,0,5,0.05,0.12,1.39,NaN,12,NaN,NaN,NaN,NaN,1351,0,0.23,0.09,0.32
25,E2,518796.684,4776794.654,1,5,0,0.05,0.14,1.42,NaN,16,NaN,NaN,NaN,NaN,1346,0,0.11,0.22,0.33
25,E3,518796.684,4776794.654,1,10,20,0.1,0.14,1.23,NaN,20,NaN,NaN,NaN,NaN,1375,0,0.09,0.04,0.13
25,E4,518796.684,4776794.654,1,20,30,0.1,0.14,1.11,NaN,40,NaN,NaN,NaN,NaN,1396,0,0.13,0.08,0.21
25,F1,518797.689,4776794.866,1,0,5,0.05,0.16,1.80,NaN,12,NaN,NaN,NaN,NaN,1300,0,0.85,0.30,1.15
25,F2,518797.689,4776794.866,1,5,0,0.05,0.18,1.46,NaN,16,NaN,NaN,NaN,NaN,1340,0,0.45,0.16,0.61
25,F3,518797.689,4776794.866,1,10,20,0.1,0.13,1.02,NaN,45,NaN,NaN,NaN,NaN,1413,0,0.10,0.19,0.29
25,F4,518797.689,4776794.866,1,20,30,0.1,0.12,0.74,NaN,61,NaN,NaN,NaN,NaN,1482,0,0.21,0.23,0.43
25,G1,518773.459,4776796.323,1,0,5,0.05,0.13,1.16,NaN,30,NaN,NaN,NaN,NaN,1386,0,0.07,0.00,0.07
25,G2,518773.459,4776796.323,1,5,0,0.05,0.12,1.14,NaN,53,NaN,NaN,NaN,NaN,1391,0,0.05,0.25,0.30
25,G3,518773.459,4776796.323,1,10,20,0.1,0.12,0.90,NaN,50,NaN,NaN,NaN,NaN,1440,0,0.04,0.23,0.27
25,G4,518773.459,4776796.323,1,20,30,0.1,0.14,0.63,NaN,66,NaN,NaN,NaN,NaN,1520,0,0.02,0.45,0.47
25,H1,518772.49,4776795.374,1,0,5,0.05,0.15,1.88,NaN,35,NaN,NaN,NaN,NaN,1291,0,0.88,1.09,1.97
25,H2,518772.49,4776795.374,1,5,0,0.05,0.16,1.45,NaN,35,NaN,NaN,NaN,NaN,1343,0,0.26,0.46,0.72
25,H3,518772.49,4776795.374,1,10,20,0.1,0.13,1.16,NaN,51,NaN,NaN,NaN,NaN,1387,0,0.49,0.17,0.66
25,H4,518772.49,4776795.374,1,20,30,0.1,0.12,0.66,NaN,63,NaN,NaN,NaN,NaN,1509,0,0.20,0.22,0.41
25,I1,518765.879,4776815.141,1,0,5,0.05,0.16,1.68,NaN,12,NaN,NaN,NaN,NaN,1314,0,0.27,0.40,0.67
25,I2,518765.879,4776815.141,1,5,0,0.05,0.25,1.49,NaN,6,NaN,NaN,NaN,NaN,1336,0,0.20,0.37,0.58
25,I3,518765.879,4776815.141,1,10,20,0.1,0.22,0.98,NaN,40,NaN,NaN,NaN,NaN,1421,0,0.14,0.04,0.19
25,I4,518765.879,4776815.141,1,20,30,0.1,0.09,0.63,NaN,58,NaN,NaN,NaN,NaN,1520,0,0.06,0.06,0.12
25,J1,518766.605,4776814.164,1,0,5,0.05,0.30,3.61,NaN,23,NaN,NaN,NaN,NaN,1173,0,1.66,1.29,2.95
25,J2,518766.605,4776814.164,1,5,0,0.05,0.28,2.04,NaN,10,NaN,NaN,NaN,NaN,1276,0,0.26,0.52,0.78
25,J3,518766.605,4776814.164,1,10,20,0.1,0.17,1.29,NaN,8,NaN,NaN,NaN,NaN,1365,0,0.27,0.15,0.42
25,J4,518766.605,4776814.164,1,20,30,0.1,0.11,0.88,NaN,46,NaN,NaN,NaN,NaN,1444,0,0.11,0.30,0.41
26,A1A,516075.047,4772187.34,1,0,5,0.05,0.38,3.62,6.24,63,NaN,NaN,NaN,NaN,680,0,1.00,1.81,2.81
26,A2A,516075.047,4772187.34,1,5,0,0.05,0.29,2.97,6.19,70,0.23,0.63,0.15,NaN,726,0,0.57,0.66,1.22
26,A3A,516075.047,4772187.34,1,10,20,0.1,0.26,2.83,6.14,95,0.25,0.61,0.14,574,737,0,0.09,0.55,0.64
26,A4A,516075.047,4772187.34,1,20,30,0.1,0.29,2.82,6.08,93,NaN,NaN,NaN,NaN,738,0,0.14,0.60,0.73
26,A5A,516075.047,4772187.34,1,30,40,0.1,0.28,NaN,6.06,93,NaN,NaN,NaN,NaN,744,0,0.03,0.39,0.42
26,A1B,516075.047,4772187.34,1,0,5,0.05,0.30,3.58,NaN,51,NaN,NaN,NaN,NaN,683,0,22.49,1.59,24.09
26,A2B,516075.047,4772187.34,1,5,0,0.05,0.26,3.00,NaN,87,NaN,NaN,NaN,NaN,723,0,0.65,0.92,1.57
26,A3B,516075.047,4772187.34,1,10,20,0.1,0.26,2.99,NaN,81,NaN,NaN,NaN,560,724,0,0.66,0.32,0.98
26,A4B,516075.047,4772187.34,1,20,30,0.1,0.32,2.98,NaN,94,NaN,NaN,NaN,NaN,724,0,0.02,0.52,0.55
26,A5B,516075.047,4772187.34,1,30,40,0.1,NaN,NaN,NaN,88,NaN,NaN,NaN,NaN,NaN,0,0.24,NaN,NaN
26,A1C,516075.047,4772187.34,1,0,5,0.05,0.29,3.40,NaN,48,NaN,NaN,NaN,NaN,694,0,1.21,1.41,2.62
26,A2C,516075.047,4772187.34,1,5,0,0.05,0.26,2.92,NaN,59,NaN,NaN,NaN,NaN,730,0,0.15,0.53,0.67
26,A3C,516075.047,4772187.34,1,10,20,0.1,0.26,2.92,NaN,67,NaN,NaN,NaN,606,729,0,0.16,1.04,1.19
26,A4C,516075.047,4772187.34,1,20,30,0.1,0.27,2.78,NaN,90,NaN,NaN,NaN,NaN,741,0,0.06,0.45,0.51
26,A5C,516075.047,4772187.34,1,30,40,0.1,NaN,NaN,NaN,90,NaN,NaN,NaN,NaN,NaN,0,0.02,NaN,NaN
26,B1,516076.208,4772186.473,1,0,5,0.05,0.36,4.13,NaN,67,NaN,NaN,NaN,NaN,652,0,1.07,1.57,2.63
26,B2,516076.208,4772186.473,1,5,0,0.05,0.32,3.21,NaN,76,NaN,NaN,NaN,NaN,708,0,0.42,1.42,1.84
26,B3,516076.208,4772186.473,1,10,20,0.1,0.27,2.71,NaN,95,NaN,NaN,NaN,NaN,747,0,0.09,0.96,1.06
26,B4,516076.208,4772186.473,1,20,30,0.1,0.31,2.96,NaN,90,NaN,NaN,NaN,NaN,726,0,0.11,0.72,0.83
26,C1,516081.048,4772192.024,1,0,5,0.05,0.35,3.41,NaN,36,NaN,NaN,NaN,NaN,694,0,3.25,1.54,4.79
26,C2,516081.048,4772192.024,1,5,0,0.05,0.29,3.16,NaN,25,NaN,NaN,NaN,NaN,711,0,0.40,1.17,1.58
26,C3,516081.048,4772192.024,1,10,20,0.1,0.28,2.92,NaN,22,NaN,NaN,NaN,NaN,730,0,0.29,0.38,0.67
26,C4,516081.048,4772192.024,1,20,30,0.1,0.28,2.64,NaN,32,NaN,NaN,NaN,NaN,754,0,0.14,0.18,0.31
